1, Paris, Lightweight, 1
28656, Seattle, Light Heavyweight, 0
28657, London, Light Heavyweight, 0
28658, Las Vegas, Light Heavyweight, 0
28659, London, Light Heavyweight, 0
28660, New York, Light Heavyweight, 0
28661, New York, Light Heavyweight, 0
28662, London, Light Heavyweight, 1
28663, Dublin, Light Heavyweight, 1
28664, Dublin, Light Heavyweight, 0
28665, Denver, Light Heavyweight, 1
28666, Paris, Light Heavyweight, 0
28667, Las Vegas, Light Heavyweight, 0
28668, Los Angeles, Light Heavyweight, 1
28669, New York, Light Heavyweight, 1
28670, Los Angeles, Light Heavyweight, 1
28671, Denver, Light Heavyweight, 0
28672, Los Angeles, Light Heavyweight, 0
28673, Paris, Light Heavyweight, 1
28674, Paris, Light Heavyweight, 1
28675, New York, Light Heavyweight, 0
28676, Seattle, Light Heavyweight, 0
28677, London, Light Heavyweight, 0
28678, Las Vegas, Light Heavyweight, 1
28679, Paris, Light Heavyweight, 0
28680, London, Light Heavyweight, 0
28681, Seattle, Light Heavyweight, 1
28682, Los Angeles, Light Heavyweight, 0
28683, Las Vegas, Light Heavyweight, 0
28684, Seattle, Light Heavyweight, 0
28685, New York, Light Heavyweight, 1
28686, Las Vegas, Light Heavyweight, 0
28687, Las Vegas, Light Heavyweight, 0
28688, Las Vegas, Light Heavyweight, 0
28689, Denver, Light Heavyweight, 1
28690, London, Light Heavyweight, 1
28691, Denver, Light Heavyweight, 0
28692, New York, Light Heavyweight, 1
28693, Las Vegas, Light Heavyweight, 0
28694, Las Vegas, Light Heavyweight, 0
28695, Los Angeles, Light Heavyweight, 1
28696, London, Light Heavyweight, 1
28697, Paris, Light Heavyweight, 0
28698, Dublin, Light Heavyweight, 1
28699, Dublin, Light Heavyweight, 1
28700, New York, Light Heavyweight, 0
28701, Dublin, Light Heavyweight, 1
28702, London, Light Heavyweight, 0
28703, Seattle, Light Heavyweight, 1
28704, New York, Light Heavyweight, 0
28705, Los Angeles, Light Heavyweight, 0
28706, Las Vegas, Light Heavyweight, 0
28707, Paris, Light Heavyweight, 0
28708, Denver, Light Heavyweight, 1
28709, Dublin, Light Heavyweight, 1
28710, New York, Light Heavyweight, 1
28711, Denver, Light Heavyweight, 1
28712, Las Vegas, Light Heavyweight, 0
28713, Paris, Light Heavyweight, 0
28714, Seattle, Light Heavyweight, 1
28715, Paris, Light Heavyweight, 0
28716, Denver, Light Heavyweight, 1
28717, Los Angeles, Light Heavyweight, 1
28718, Los Angeles, Light Heavyweight, 1
28719, Paris, Light Heavyweight, 0
28720, Seattle, Light Heavyweight, 1
28721, London, Light Heavyweight, 1
28722, London, Light Heavyweight, 0
28723, Las Vegas, Light Heavyweight, 1
28724, Paris, Light Heavyweight, 1
28725, Las Vegas, Light Heavyweight, 0
28726, Seattle, Light Heavyweight, 0
28727, Dublin, Light Heavyweight, 0
28728, Dublin, Light Heavyweight, 1
28729, Dublin, Light Heavyweight, 0
28730, Seattle, Light Heavyweight, 1
28731, Seattle, Light Heavyweight, 0
28732, Seattle, Light Heavyweight, 1
28733, Paris, Light Heavyweight, 1
28734, Denver, Light Heavyweight, 1
28735, Dublin, Light Heavyweight, 1
28736, Denver, Light Heavyweight, 1
28737, Las Vegas, Light Heavyweight, 1
28738, Dublin, Light Heavyweight, 0
28739, Los Angeles, Light Heavyweight, 0
28740, Las Vegas, Light Heavyweight, 0
28741, Seattle, Light Heavyweight, 0
28742, Denver, Light Heavyweight, 0
28743, Los Angeles, Light Heavyweight, 0
28744, Los Angeles, Light Heavyweight, 0
28745, Dublin, Light Heavyweight, 1
28746, Los Angeles, Light Heavyweight, 1
28747, Seattle, Light Heavyweight, 0
28748, Seattle, Light Heavyweight, 1
28749, London, Light Heavyweight, 1
28750, Paris, Light Heavyweight, 1
28751, London, Light Heavyweight, 0
28752, Las Vegas, Light Heavyweight, 0
28753, Los Angeles, Light Heavyweight, 1
28754, Paris, Light Heavyweight, 1
28755, Seattle, Light Heavyweight, 1
28756, Seattle, Light Heavyweight, 1
28757, Paris, Light Heavyweight, 0
28758, Denver, Light Heavyweight, 1
28759, Las Vegas, Light Heavyweight, 0
28760, Los Angeles, Light Heavyweight, 0
28761, Los Angeles, Light Heavyweight, 0
28762, Seattle, Light Heavyweight, 0
28763, Denver, Light Heavyweight, 1
28764, Los Angeles, Light Heavyweight, 0
28765, Los Angeles, Light Heavyweight, 1
28766, New York, Light Heavyweight, 1
28767, London, Light Heavyweight, 1
28768, New York, Light Heavyweight, 0
28769, London, Light Heavyweight, 0
28770, Denver, Light Heavyweight, 0
28771, Paris, Light Heavyweight, 0
28772, Las Vegas, Light Heavyweight, 1
28773, Denver, Light Heavyweight, 0
28774, Paris, Light Heavyweight, 1
28775, London, Light Heavyweight, 0
28776, London, Light Heavyweight, 1
28777, New York, Light Heavyweight, 1
28778, Las Vegas, Light Heavyweight, 1
28779, Las Vegas, Light Heavyweight, 1
28780, Dublin, Light Heavyweight, 0
28781, London, Light Heavyweight, 1
28782, London, Light Heavyweight, 1
28783, Dublin, Light Heavyweight, 0
28784, Paris, Light Heavyweight, 0
28785, Las Vegas, Light Heavyweight, 1
28786, London, Light Heavyweight, 0
28787, Paris, Light Heavyweight, 1
28788, London, Light Heavyweight, 0
28789, Dublin, Light Heavyweight, 0
28790, Seattle, Light Heavyweight, 0
28791, Seattle, Light Heavyweight, 0
28792, Dublin, Light Heavyweight, 1
28793, Seattle, Light Heavyweight, 0
28794, Paris, Light Heavyweight, 1
28795, New York, Light Heavyweight, 0
28796, Seattle, Light Heavyweight, 1
28797, Los Angeles, Light Heavyweight, 0
28798, Paris, Light Heavyweight, 0
28799, Los Angeles, Light Heavyweight, 1
28800, Paris, Light Heavyweight, 0
28801, Dublin, Light Heavyweight, 1
28802, New York, Light Heavyweight, 0
28803, Paris, Light Heavyweight, 1
28804, London, Light Heavyweight, 1
28805, Paris, Light Heavyweight, 0
28806, Dublin, Light Heavyweight, 0
28807, Paris, Light Heavyweight, 0
28808, London, Light Heavyweight, 1
28809, Dublin, Light Heavyweight, 0
28810, London, Light Heavyweight, 0
28811, Seattle, Light Heavyweight, 0
28812, Seattle, Light Heavyweight, 1
28813, Paris, Light Heavyweight, 1
28814, Seattle, Light Heavyweight, 1
28815, Denver, Light Heavyweight, 0
28816, Denver, Light Heavyweight, 0
28817, Seattle, Light Heavyweight, 0
28818, Paris, Light Heavyweight, 0
28819, Seattle, Light Heavyweight, 0
28820, Paris, Light Heavyweight, 1
28821, Dublin, Light Heavyweight, 1
28822, Los Angeles, Light Heavyweight, 0
28823, London, Light Heavyweight, 0
28824, Las Vegas, Light Heavyweight, 1
28825, Denver, Light Heavyweight, 1
28826, Denver, Light Heavyweight, 1
28827, London, Light Heavyweight, 0
28828, Las Vegas, Light Heavyweight, 0
28829, New York, Light Heavyweight, 1
28830, Denver, Light Heavyweight, 1
28831, New York, Light Heavyweight, 0
28832, Los Angeles, Light Heavyweight, 0
28833, Seattle, Light Heavyweight, 1
28834, Los Angeles, Light Heavyweight, 0
28835, Paris, Light Heavyweight, 1
28836, Denver, Light Heavyweight, 0
28837, Los Angeles, Light Heavyweight, 1
28838, Dublin, Light Heavyweight, 1
28839, New York, Light Heavyweight, 0
28840, Las Vegas, Light Heavyweight, 0
28841, Las Vegas, Light Heavyweight, 1
28842, Los Angeles, Light Heavyweight, 0
28843, Seattle, Light Heavyweight, 0
28844, Dublin, Light Heavyweight, 1
28845, Denver, Light Heavyweight, 0
28846, New York, Light Heavyweight, 1
28847, Seattle, Light Heavyweight, 1
28848, Paris, Light Heavyweight, 1
28849, Los Angeles, Light Heavyweight, 0
28850, Paris, Light Heavyweight, 1
28851, Las Vegas, Light Heavyweight, 0
28852, London, Light Heavyweight, 1
28853, Los Angeles, Light Heavyweight, 1
28854, Denver, Light Heavyweight, 0
28855, London, Light Heavyweight, 0
28856, London, Light Heavyweight, 1
28857, Dublin, Light Heavyweight, 0
28858, Los Angeles, Light Heavyweight, 1
28859, London, Light Heavyweight, 0
28860, New York, Light Heavyweight, 0
28861, Paris, Light Heavyweight, 1
28862, Seattle, Light Heavyweight, 1
28863, Las Vegas, Light Heavyweight, 1
28864, New York, Light Heavyweight, 0
28865, Dublin, Light Heavyweight, 0
28866, London, Light Heavyweight, 0
28867, New York, Light Heavyweight, 0
28868, Las Vegas, Light Heavyweight, 1
28869, Denver, Light Heavyweight, 0
28870, Denver, Light Heavyweight, 1
28871, Dublin, Light Heavyweight, 0
28872, Seattle, Light Heavyweight, 0
28873, London, Light Heavyweight, 1
28874, Denver, Light Heavyweight, 0
28875, London, Light Heavyweight, 1
28876, Dublin, Light Heavyweight, 0
28877, Seattle, Light Heavyweight, 0
28878, Paris, Light Heavyweight, 0
28879, Seattle, Light Heavyweight, 1
28880, Seattle, Light Heavyweight, 1
28881, Las Vegas, Light Heavyweight, 1
28882, Las Vegas, Light Heavyweight, 1
28883, Las Vegas, Light Heavyweight, 1
28884, Paris, Light Heavyweight, 1
28885, Los Angeles, Light Heavyweight, 0
28886, Denver, Light Heavyweight, 1
28887, Dublin, Light Heavyweight, 1
28888, New York, Light Heavyweight, 1
28889, Denver, Light Heavyweight, 1
28890, Los Angeles, Light Heavyweight, 1
28891, New York, Light Heavyweight, 0
28892, Seattle, Light Heavyweight, 1
28893, Paris, Light Heavyweight, 0
28894, Seattle, Light Heavyweight, 1
28895, Seattle, Light Heavyweight, 0
28896, Seattle, Light Heavyweight, 0
28897, Paris, Light Heavyweight, 0
28898, Paris, Light Heavyweight, 1
28899, Denver, Light Heavyweight, 1
28900, Paris, Light Heavyweight, 1
28901, Denver, Light Heavyweight, 1
28902, Los Angeles, Light Heavyweight, 1
28903, London, Light Heavyweight, 0
28904, Denver, Light Heavyweight, 1
28905, Seattle, Light Heavyweight, 1
28906, Denver, Light Heavyweight, 1
28907, Seattle, Light Heavyweight, 1
28908, Las Vegas, Light Heavyweight, 0
28909, New York, Light Heavyweight, 1
28910, Dublin, Light Heavyweight, 1
28911, London, Light Heavyweight, 1
28912, London, Light Heavyweight, 0
28913, New York, Light Heavyweight, 1
28914, Los Angeles, Light Heavyweight, 1
28915, Denver, Light Heavyweight, 0
28916, London, Light Heavyweight, 0
28917, London, Light Heavyweight, 0
28918, Seattle, Light Heavyweight, 0
28919, Seattle, Light Heavyweight, 1
28920, New York, Light Heavyweight, 1
28921, Dublin, Light Heavyweight, 1
28922, Las Vegas, Light Heavyweight, 0
28923, Paris, Light Heavyweight, 0
28924, Seattle, Light Heavyweight, 1
28925, Los Angeles, Light Heavyweight, 1
28926, London, Light Heavyweight, 0
28927, Los Angeles, Light Heavyweight, 1
28928, London, Light Heavyweight, 0
28929, New York, Light Heavyweight, 1
28930, Denver, Light Heavyweight, 1
28931, Paris, Light Heavyweight, 0
28932, Dublin, Light Heavyweight, 1
28933, New York, Light Heavyweight, 1
28934, London, Light Heavyweight, 1
28935, Seattle, Light Heavyweight, 0
28936, Denver, Light Heavyweight, 1
28937, Denver, Light Heavyweight, 1
28938, Paris, Light Heavyweight, 1
28939, Denver, Light Heavyweight, 1
28940, Seattle, Light Heavyweight, 0
28941, Seattle, Light Heavyweight, 1
28942, Paris, Light Heavyweight, 1
28943, Dublin, Light Heavyweight, 0
28944, Dublin, Light Heavyweight, 0
28945, Las Vegas, Light Heavyweight, 0
28946, Seattle, Light Heavyweight, 1
28947, Seattle, Light Heavyweight, 0
28948, Dublin, Light Heavyweight, 0
28949, London, Light Heavyweight, 1
28950, Denver, Light Heavyweight, 0
28951, Los Angeles, Light Heavyweight, 0
28952, Paris, Light Heavyweight, 1
28953, Los Angeles, Light Heavyweight, 0
28954, Los Angeles, Light Heavyweight, 0
28955, New York, Light Heavyweight, 0
28956, Los Angeles, Light Heavyweight, 1
28957, Dublin, Light Heavyweight, 1
28958, Dublin, Light Heavyweight, 1
28959, Dublin, Light Heavyweight, 0
28960, Los Angeles, Light Heavyweight, 0
28961, Los Angeles, Light Heavyweight, 0
28962, New York, Light Heavyweight, 1
28963, Paris, Light Heavyweight, 0
28964, Las Vegas, Light Heavyweight, 0
28965, Los Angeles, Light Heavyweight, 1
28966, Denver, Light Heavyweight, 0
28967, London, Light Heavyweight, 0
28968, Dublin, Light Heavyweight, 0
28969, Paris, Light Heavyweight, 1
28970, Los Angeles, Light Heavyweight, 1
28971, Dublin, Light Heavyweight, 1
28972, Seattle, Light Heavyweight, 0
28973, Seattle, Light Heavyweight, 1
28974, Paris, Light Heavyweight, 1
28975, Las Vegas, Light Heavyweight, 0
28976, London, Light Heavyweight, 0
28977, Los Angeles, Light Heavyweight, 1
28978, Seattle, Light Heavyweight, 0
28979, Denver, Light Heavyweight, 0
28980, New York, Light Heavyweight, 1
28981, Seattle, Light Heavyweight, 1
28982, Dublin, Light Heavyweight, 1
28983, London, Light Heavyweight, 1
28984, Dublin, Light Heavyweight, 0
28985, Seattle, Light Heavyweight, 0
28986, Paris, Light Heavyweight, 0
28987, Paris, Light Heavyweight, 1
28988, New York, Light Heavyweight, 1
28989, Las Vegas, Light Heavyweight, 1
28990, Denver, Light Heavyweight, 1
28991, New York, Light Heavyweight, 1
28992, New York, Light Heavyweight, 0
28993, Paris, Light Heavyweight, 0
28994, Los Angeles, Light Heavyweight, 0
28995, Seattle, Light Heavyweight, 1
28996, Seattle, Light Heavyweight, 1
28997, Seattle, Light Heavyweight, 1
28998, Dublin, Light Heavyweight, 1
28999, Dublin, Light Heavyweight, 0
29000, London, Light Heavyweight, 0
29001, Dublin, Light Heavyweight, 1
29002, Denver, Light Heavyweight, 0
29003, London, Light Heavyweight, 1
29004, Dublin, Light Heavyweight, 1
29005, New York, Light Heavyweight, 0
29006, Denver, Light Heavyweight, 0
29007, London, Light Heavyweight, 0
29008, Las Vegas, Light Heavyweight, 0
29009, New York, Light Heavyweight, 1
29010, Dublin, Light Heavyweight, 1
29011, Las Vegas, Light Heavyweight, 0
29012, Dublin, Light Heavyweight, 1
29013, Seattle, Light Heavyweight, 1
29014, Las Vegas, Light Heavyweight, 1
29015, New York, Light Heavyweight, 0
29016, London, Light Heavyweight, 1
29017, London, Light Heavyweight, 1
29018, Seattle, Light Heavyweight, 0
29019, Los Angeles, Light Heavyweight, 0
29020, Denver, Light Heavyweight, 1
29021, London, Light Heavyweight, 0
29022, Seattle, Light Heavyweight, 0
29023, Seattle, Light Heavyweight, 1
29024, Seattle, Light Heavyweight, 1
29025, Paris, Light Heavyweight, 1
29026, London, Light Heavyweight, 0
29027, Paris, Light Heavyweight, 0
29028, Denver, Light Heavyweight, 0
29029, Dublin, Light Heavyweight, 0
29030, Denver, Light Heavyweight, 1
29031, Los Angeles, Light Heavyweight, 0
29032, Las Vegas, Light Heavyweight, 1
29033, Paris, Light Heavyweight, 0
29034, Paris, Light Heavyweight, 0
29035, New York, Light Heavyweight, 1
29036, Las Vegas, Light Heavyweight, 0
29037, New York, Light Heavyweight, 0
29038, Paris, Light Heavyweight, 0
29039, Dublin, Light Heavyweight, 0
29040, Dublin, Light Heavyweight, 1
29041, Los Angeles, Light Heavyweight, 0
29042, Denver, Light Heavyweight, 0
29043, Las Vegas, Light Heavyweight, 1
29044, Seattle, Light Heavyweight, 1
29045, Las Vegas, Light Heavyweight, 0
29046, New York, Light Heavyweight, 1
29047, Las Vegas, Light Heavyweight, 0
29048, New York, Light Heavyweight, 0
29049, New York, Light Heavyweight, 1
29050, Denver, Light Heavyweight, 1
29051, Los Angeles, Light Heavyweight, 0
29052, Las Vegas, Light Heavyweight, 0
29053, London, Light Heavyweight, 0
29054, Dublin, Light Heavyweight, 1
29055, Seattle, Light Heavyweight, 0
29056, New York, Light Heavyweight, 1
29057, Dublin, Light Heavyweight, 1
29058, New York, Light Heavyweight, 0
29059, Denver, Light Heavyweight, 1
29060, Las Vegas, Light Heavyweight, 0
29061, London, Light Heavyweight, 1
29062, Paris, Light Heavyweight, 1
29063, London, Light Heavyweight, 1
29064, Dublin, Light Heavyweight, 0
29065, Paris, Light Heavyweight, 1
29066, Denver, Light Heavyweight, 0
29067, Denver, Light Heavyweight, 0
29068, London, Light Heavyweight, 0
29069, Las Vegas, Light Heavyweight, 1
29070, Seattle, Light Heavyweight, 0
29071, Las Vegas, Light Heavyweight, 0
29072, Dublin, Light Heavyweight, 1
29073, Los Angeles, Light Heavyweight, 0
29074, London, Light Heavyweight, 1
29075, Paris, Light Heavyweight, 0
29076, New York, Light Heavyweight, 0
29077, Dublin, Light Heavyweight, 1
29078, Seattle, Light Heavyweight, 0
29079, Seattle, Light Heavyweight, 1
29080, Las Vegas, Light Heavyweight, 0
29081, Denver, Light Heavyweight, 1
29082, London, Light Heavyweight, 0
29083, London, Light Heavyweight, 1
29084, London, Light Heavyweight, 1
29085, Los Angeles, Light Heavyweight, 1
29086, Las Vegas, Light Heavyweight, 0
29087, Denver, Light Heavyweight, 1
29088, Paris, Light Heavyweight, 0
29089, Dublin, Light Heavyweight, 0
29090, London, Light Heavyweight, 1
29091, New York, Light Heavyweight, 1
29092, Denver, Light Heavyweight, 0
29093, Dublin, Light Heavyweight, 1
29094, London, Light Heavyweight, 0
29095, Seattle, Light Heavyweight, 0
29096, Las Vegas, Light Heavyweight, 0
29097, Las Vegas, Light Heavyweight, 1
29098, New York, Light Heavyweight, 1
29099, Paris, Light Heavyweight, 1
29100, Dublin, Light Heavyweight, 0
29101, Las Vegas, Light Heavyweight, 1
29102, Denver, Light Heavyweight, 0
29103, Dublin, Light Heavyweight, 1
29104, New York, Light Heavyweight, 1
29105, Dublin, Light Heavyweight, 0
29106, Denver, Light Heavyweight, 0
29107, New York, Light Heavyweight, 0
29108, Los Angeles, Light Heavyweight, 1
29109, London, Light Heavyweight, 1
29110, Denver, Light Heavyweight, 1
29111, Las Vegas, Light Heavyweight, 1
29112, Seattle, Light Heavyweight, 0
29113, London, Light Heavyweight, 1
29114, New York, Light Heavyweight, 1
29115, New York, Light Heavyweight, 0
29116, Los Angeles, Light Heavyweight, 0
29117, New York, Light Heavyweight, 1
29118, Dublin, Light Heavyweight, 0
29119, Las Vegas, Light Heavyweight, 0
29120, Dublin, Light Heavyweight, 1
29121, Dublin, Light Heavyweight, 0
29122, Las Vegas, Light Heavyweight, 0
29123, Los Angeles, Light Heavyweight, 1
29124, New York, Light Heavyweight, 0
29125, Dublin, Light Heavyweight, 1
29126, London, Light Heavyweight, 0
29127, London, Light Heavyweight, 1
29128, Los Angeles, Light Heavyweight, 1
29129, Denver, Light Heavyweight, 0
29130, London, Light Heavyweight, 0
29131, Denver, Light Heavyweight, 0
29132, Las Vegas, Light Heavyweight, 1
29133, Las Vegas, Light Heavyweight, 0
29134, Seattle, Light Heavyweight, 0
29135, Los Angeles, Light Heavyweight, 1
29136, Denver, Light Heavyweight, 1
29137, New York, Light Heavyweight, 0
29138, New York, Light Heavyweight, 1
29139, Denver, Light Heavyweight, 0
29140, Paris, Light Heavyweight, 0
29141, London, Light Heavyweight, 0
29142, Seattle, Light Heavyweight, 1
29143, Seattle, Light Heavyweight, 0
29144, Los Angeles, Light Heavyweight, 0
29145, Las Vegas, Light Heavyweight, 0
29146, Denver, Light Heavyweight, 0
29147, Paris, Light Heavyweight, 1
29148, London, Light Heavyweight, 1
29149, Paris, Light Heavyweight, 1
29150, Dublin, Light Heavyweight, 1
29151, Seattle, Light Heavyweight, 0
29152, Los Angeles, Light Heavyweight, 1
29153, New York, Light Heavyweight, 1
29154, Los Angeles, Light Heavyweight, 1
29155, Paris, Light Heavyweight, 0
29156, Los Angeles, Light Heavyweight, 1
29157, Los Angeles, Light Heavyweight, 0
29158, Seattle, Light Heavyweight, 1
29159, Las Vegas, Light Heavyweight, 1
29160, Las Vegas, Light Heavyweight, 1
29161, Las Vegas, Light Heavyweight, 1
29162, Paris, Light Heavyweight, 1
29163, New York, Light Heavyweight, 1
29164, Seattle, Light Heavyweight, 0
29165, New York, Light Heavyweight, 1
29166, Seattle, Light Heavyweight, 1
29167, Los Angeles, Light Heavyweight, 1
29168, New York, Light Heavyweight, 1
29169, New York, Light Heavyweight, 0
29170, London, Light Heavyweight, 1
29171, Paris, Light Heavyweight, 1
29172, Los Angeles, Light Heavyweight, 1
29173, London, Light Heavyweight, 1
29174, Los Angeles, Light Heavyweight, 1
29175, New York, Light Heavyweight, 1
29176, New York, Light Heavyweight, 0
29177, Las Vegas, Light Heavyweight, 0
29178, New York, Light Heavyweight, 0
29179, Dublin, Light Heavyweight, 0
29180, Dublin, Light Heavyweight, 0
29181, Denver, Light Heavyweight, 0
29182, London, Light Heavyweight, 1
29183, Dublin, Light Heavyweight, 0
29184, Paris, Light Heavyweight, 1
29185, Dublin, Light Heavyweight, 1
29186, Seattle, Light Heavyweight, 1
29187, Paris, Light Heavyweight, 0
29188, New York, Light Heavyweight, 1
29189, Seattle, Light Heavyweight, 0
29190, Dublin, Light Heavyweight, 1
29191, Los Angeles, Light Heavyweight, 1
29192, Dublin, Light Heavyweight, 0
29193, Denver, Light Heavyweight, 1
29194, Denver, Light Heavyweight, 1
29195, London, Light Heavyweight, 1
29196, Denver, Light Heavyweight, 1
29197, Denver, Light Heavyweight, 0
29198, Los Angeles, Light Heavyweight, 0
29199, Los Angeles, Light Heavyweight, 1
29200, New York, Light Heavyweight, 1
29201, London, Light Heavyweight, 0
29202, Dublin, Light Heavyweight, 1
29203, New York, Light Heavyweight, 1
29204, London, Light Heavyweight, 1
29205, Seattle, Light Heavyweight, 1
29206, New York, Light Heavyweight, 0
29207, Los Angeles, Light Heavyweight, 0
29208, Dublin, Light Heavyweight, 0
29209, Paris, Light Heavyweight, 0
29210, Los Angeles, Light Heavyweight, 1
29211, Denver, Light Heavyweight, 1
29212, Los Angeles, Light Heavyweight, 0
29213, New York, Light Heavyweight, 1
29214, Dublin, Light Heavyweight, 1
29215, Los Angeles, Light Heavyweight, 1
29216, London, Light Heavyweight, 1
29217, Las Vegas, Light Heavyweight, 1
29218, Las Vegas, Light Heavyweight, 1
29219, London, Light Heavyweight, 0
29220, London, Light Heavyweight, 0
29221, Las Vegas, Light Heavyweight, 1
29222, Paris, Light Heavyweight, 0
29223, London, Light Heavyweight, 1
29224, Dublin, Light Heavyweight, 0
29225, Denver, Light Heavyweight, 0
29226, Denver, Light Heavyweight, 1
29227, New York, Light Heavyweight, 1
29228, London, Light Heavyweight, 0
29229, Las Vegas, Light Heavyweight, 0
29230, New York, Light Heavyweight, 0
29231, Las Vegas, Light Heavyweight, 0
29232, Las Vegas, Light Heavyweight, 0
29233, Dublin, Light Heavyweight, 0
29234, London, Light Heavyweight, 1
29235, Las Vegas, Light Heavyweight, 1
29236, New York, Light Heavyweight, 0
29237, London, Light Heavyweight, 1
29238, Las Vegas, Light Heavyweight, 0
29239, Seattle, Light Heavyweight, 1
29240, Las Vegas, Light Heavyweight, 0
29241, Denver, Light Heavyweight, 0
29242, Denver, Light Heavyweight, 0
29243, Los Angeles, Light Heavyweight, 1
29244, New York, Light Heavyweight, 1
29245, Paris, Light Heavyweight, 0
29246, London, Light Heavyweight, 1
29247, Seattle, Light Heavyweight, 1
29248, London, Light Heavyweight, 1
29249, Denver, Light Heavyweight, 1
29250, Dublin, Light Heavyweight, 0
29251, Denver, Light Heavyweight, 1
29252, Los Angeles, Light Heavyweight, 0
29253, Paris, Light Heavyweight, 1
29254, New York, Light Heavyweight, 0
29255, Dublin, Light Heavyweight, 0
29256, Denver, Light Heavyweight, 0
29257, Paris, Light Heavyweight, 1
29258, Las Vegas, Light Heavyweight, 1
29259, Las Vegas, Light Heavyweight, 0
29260, Seattle, Light Heavyweight, 1
29261, Las Vegas, Light Heavyweight, 1
29262, New York, Light Heavyweight, 1
29263, Dublin, Light Heavyweight, 0
29264, Paris, Light Heavyweight, 0
29265, London, Light Heavyweight, 1
29266, Los Angeles, Light Heavyweight, 0
29267, London, Light Heavyweight, 1
29268, New York, Light Heavyweight, 0
29269, London, Light Heavyweight, 0
29270, London, Light Heavyweight, 0
29271, Denver, Light Heavyweight, 1
29272, Paris, Light Heavyweight, 0
29273, Los Angeles, Light Heavyweight, 0
29274, New York, Light Heavyweight, 1
29275, New York, Light Heavyweight, 1
29276, Dublin, Light Heavyweight, 0
29277, Paris, Light Heavyweight, 1
29278, London, Light Heavyweight, 1
29279, London, Light Heavyweight, 1
29280, Las Vegas, Light Heavyweight, 1
29281, London, Light Heavyweight, 1
29282, Denver, Light Heavyweight, 1
29283, New York, Light Heavyweight, 1
29284, Denver, Light Heavyweight, 1
29285, London, Light Heavyweight, 0
29286, Denver, Light Heavyweight, 0
29287, Paris, Light Heavyweight, 0
29288, Paris, Light Heavyweight, 1
29289, London, Light Heavyweight, 0
29290, Paris, Light Heavyweight, 1
29291, Seattle, Light Heavyweight, 1
29292, Los Angeles, Light Heavyweight, 1
29293, Los Angeles, Light Heavyweight, 0
29294, London, Light Heavyweight, 1
29295, New York, Light Heavyweight, 0
29296, Paris, Light Heavyweight, 0
29297, Paris, Light Heavyweight, 1
29298, Paris, Light Heavyweight, 0
29299, Las Vegas, Light Heavyweight, 1
29300, Paris, Light Heavyweight, 1
29301, New York, Light Heavyweight, 0
29302, Paris, Light Heavyweight, 1
29303, Seattle, Light Heavyweight, 1
29304, Dublin, Light Heavyweight, 1
29305, Denver, Light Heavyweight, 1
29306, New York, Light Heavyweight, 1
29307, Paris, Light Heavyweight, 1
29308, Las Vegas, Light Heavyweight, 0
29309, Paris, Light Heavyweight, 1
29310, Las Vegas, Light Heavyweight, 1
29311, Seattle, Light Heavyweight, 0
29312, Paris, Light Heavyweight, 0
29313, Denver, Light Heavyweight, 0
29314, New York, Light Heavyweight, 1
29315, Seattle, Light Heavyweight, 1
29316, Denver, Light Heavyweight, 1
29317, Paris, Light Heavyweight, 0
29318, London, Light Heavyweight, 0
29319, New York, Light Heavyweight, 0
29320, New York, Light Heavyweight, 0
29321, Dublin, Light Heavyweight, 0
29322, Denver, Light Heavyweight, 0
29323, Las Vegas, Light Heavyweight, 0
29324, Las Vegas, Light Heavyweight, 0
29325, Paris, Light Heavyweight, 0
29326, Seattle, Light Heavyweight, 0
29327, Seattle, Light Heavyweight, 0
29328, Los Angeles, Light Heavyweight, 1
29329, Las Vegas, Light Heavyweight, 0
29330, Seattle, Light Heavyweight, 1
29331, Los Angeles, Light Heavyweight, 1
29332, Denver, Light Heavyweight, 0
29333, Paris, Light Heavyweight, 0
29334, Las Vegas, Light Heavyweight, 1
29335, Paris, Light Heavyweight, 0
29336, Paris, Light Heavyweight, 1
29337, Paris, Light Heavyweight, 0
29338, Paris, Light Heavyweight, 0
29339, Paris, Light Heavyweight, 0
29340, Seattle, Light Heavyweight, 0
29341, Las Vegas, Light Heavyweight, 1
29342, London, Light Heavyweight, 0
29343, Los Angeles, Light Heavyweight, 1
29344, London, Light Heavyweight, 0
29345, Dublin, Light Heavyweight, 1
29346, New York, Light Heavyweight, 0
29347, London, Light Heavyweight, 0
29348, London, Light Heavyweight, 1
29349, London, Light Heavyweight, 0
29350, Denver, Light Heavyweight, 0
29351, New York, Light Heavyweight, 1
29352, Paris, Light Heavyweight, 1
29353, Las Vegas, Light Heavyweight, 0
29354, Las Vegas, Light Heavyweight, 1
29355, Las Vegas, Light Heavyweight, 1
29356, Las Vegas, Light Heavyweight, 1
29357, London, Light Heavyweight, 0
29358, Paris, Light Heavyweight, 1
29359, New York, Light Heavyweight, 1
29360, London, Light Heavyweight, 1
29361, Dublin, Light Heavyweight, 0
29362, Denver, Light Heavyweight, 1
29363, London, Light Heavyweight, 0
29364, Seattle, Light Heavyweight, 0
29365, New York, Light Heavyweight, 1
29366, New York, Light Heavyweight, 1
29367, Las Vegas, Light Heavyweight, 0
29368, Denver, Light Heavyweight, 1
29369, Paris, Light Heavyweight, 1
29370, Dublin, Light Heavyweight, 1
